date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,no_stopwords,tokens,lemmatized_tokens,processed_text,sentiment,sentiment_encoded
,Television receive accept language.,really behind or himself yourself reflect fear by foot continue spend after new movie speech major million once research so buy send whole today,4,david29,62,144,App Store,en,Costa Rica,4.1.0,Yes,really behind reflect fear foot continue spend new movie speech major million research buy send whole today,"['really', 'behind', 'reflect', 'fear', 'foot', 'continue', 'spend', 'new', 'movie', 'speech', 'major', 'million', 'research', 'buy', 'send', 'whole', 'today']","['really', 'behind', 'reflect', 'fear', 'foot', 'continue', 'spend', 'new', 'movie', 'speech', 'major', 'million', 'research', 'buy', 'send', 'whole', 'today']",really behind reflect fear foot continue spend new movie speech major million research buy send whole today,Positive,2
,Reason mission worry goal Mrs decide between.,because either send be by fear whom commercial eat animal watch toward fall move cause,4,youngjacob,106,86,App Store,en,French Southern Territories,2.5.9,Yes,either send fear commercial eat animal watch toward fall move cause,"['either', 'send', 'fear', 'commercial', 'eat', 'animal', 'watch', 'toward', 'fall', 'move', 'cause']","['either', 'send', 'fear', 'commercial', 'eat', 'animal', 'watch', 'toward', 'fall', 'move', 'cause']",either send fear commercial eat animal watch toward fall move cause,Positive,2
,Nor positive memory clearly start first.,whatever own democratic grow campaign performance avoid effort power clear lay war put vote century data picture especially plan population,3,mgray,183,139,Amazon,en,Egypt,4.2.5,Yes,whatever democratic grow campaign performance avoid effort power clear lay war put vote century data picture especially plan population,"['whatever', 'democratic', 'grow', 'campaign', 'performance', 'avoid', 'effort', 'power', 'clear', 'lay', 'war', 'put', 'vote', 'century', 'data', 'picture', 'especially', 'plan', 'population']","['whatever', 'democratic', 'grow', 'campaign', 'performance', 'avoid', 'effort', 'power', 'clear', 'lay', 'war', 'put', 'vote', 'century', 'data', 'picture', 'especially', 'plan', 'population']",whatever democratic grow campaign performance avoid effort power clear lay war put vote century data picture especially plan population,Neutral,1
,Believe give occur example even between answer.,by body nature at policy guy four event than event better woman develop weight situation but money then open,3,stacey62,61,108,App Store,en,Guatemala,3.7.3,Yes,body nature policy guy four event event better woman develop weight situation money open,"['body', 'nature', 'policy', 'guy', 'four', 'event', 'event', 'better', 'woman', 'develop', 'weight', 'situation', 'money', 'open']","['body', 'nature', 'policy', 'guy', 'four', 'event', 'event', 'better', 'woman', 'develop', 'weight', 'situation', 'money', 'open']",body nature policy guy four event event better woman develop weight situation money open,Neutral,1
,Figure teach water image fine.,necessary think i or else rather require price central nothing environment truth religious eat participant religious consumer worry sometimes maybe every into walk thing,1,walterschase,12,169,Amazon,en,Dominican Republic,5.6.3,Yes,necessary think else rather require price central nothing environment truth religious eat participant religious consumer worry sometimes maybe every walk thing,"['necessary', 'think', 'else', 'rather', 'require', 'price', 'central', 'nothing', 'environment', 'truth', 'religious', 'eat', 'participant', 'religious', 'consumer', 'worry', 'sometimes', 'maybe', 'every', 'walk', 'thing']","['necessary', 'think', 'else', 'rather', 'require', 'price', 'central', 'nothing', 'environment', 'truth', 'religious', 'eat', 'participant', 'religious', 'consumer', 'worry', 'sometimes', 'maybe', 'every', 'walk', 'thing']",necessary think else rather require price central nothing environment truth religious eat participant religious consumer worry sometimes maybe every walk thing,Negative,0
,Reflect see each school week statement.,offer be experience upon space action way quality look middle your thousand recently if pattern treat second,3,lawsontami,147,108,Amazon,en,Peru,2.7.8,No,offer experience upon space action way quality look middle thousand recently pattern treat second,"['offer', 'experience', 'upon', 'space', 'action', 'way', 'quality', 'look', 'middle', 'thousand', 'recently', 'pattern', 'treat', 'second']","['offer', 'experience', 'upon', 'space', 'action', 'way', 'quality', 'look', 'middle', 'thousand', 'recently', 'pattern', 'treat', 'second']",offer experience upon space action way quality look middle thousand recently pattern treat second,Neutral,1
,Stay along leg pay major green past.,tough company happen card government anything many color wide full quickly story face low enter able piece hour type upon where,4,kenneth10,78,127,App Store,en,Guernsey,1.6.8,No,tough company happen card government anything many color wide full quickly story face low enter able piece hour type upon,"['tough', 'company', 'happen', 'card', 'government', 'anything', 'many', 'color', 'wide', 'full', 'quickly', 'story', 'face', 'low', 'enter', 'able', 'piece', 'hour', 'type', 'upon']","['tough', 'company', 'happen', 'card', 'government', 'anything', 'many', 'color', 'wide', 'full', 'quickly', 'story', 'face', 'low', 'enter', 'able', 'piece', 'hour', 'type', 'upon']",tough company happen card government anything many color wide full quickly story face low enter able piece hour type upon,Positive,2
,Board just style class government.,i across issue culture more together improve tree choose prevent difficult house federal into consider,2,tsmith,55,102,Website,en,Congo,1.0.4,No,across issue culture together improve tree choose prevent difficult house federal consider,"['across', 'issue', 'culture', 'together', 'improve', 'tree', 'choose', 'prevent', 'difficult', 'house', 'federal', 'consider']","['across', 'issue', 'culture', 'together', 'improve', 'tree', 'choose', 'prevent', 'difficult', 'house', 'federal', 'consider']",across issue culture together improve tree choose prevent difficult house federal consider,Negative,0
2025-09-07,Body blue again choose.,expect card inside former all program way where budget major many race camera seem sister hundred rise score stay,5,saundersjoel,167,113,App Store,en,Philippines,5.0.1,No,expect card inside former program way budget major many race camera seem sister hundred rise score stay,"['expect', 'card', 'inside', 'former', 'program', 'way', 'budget', 'major', 'many', 'race', 'camera', 'seem', 'sister', 'hundred', 'rise', 'score', 'stay']","['expect', 'card', 'inside', 'former', 'program', 'way', 'budget', 'major', 'many', 'race', 'camera', 'seem', 'sister', 'hundred', 'rise', 'score', 'stay']",expect card inside former program way budget major many race camera seem sister hundred rise score stay,Positive,2
,Pick chance build husband event court certainly adult.,involve others account lose executive bar investment pay role cost short ten yes easy star cup relationship special red maybe congress,2,christopherwilliams,67,134,Amazon,en,Ireland,3.0.6,Yes,involve others account lose executive bar investment pay role cost short ten yes easy star cup relationship special red maybe congress,"['involve', 'others', 'account', 'lose', 'executive', 'bar', 'investment', 'pay', 'role', 'cost', 'short', 'ten', 'yes', 'easy', 'star', 'cup', 'relationship', 'special', 'red', 'maybe', 'congress']","['involve', 'others', 'account', 'lose', 'executive', 'bar', 'investment', 'pay', 'role', 'cost', 'short', 'ten', 'yes', 'easy', 'star', 'cup', 'relationship', 'special', 'red', 'maybe', 'congress']",involve others account lose executive bar investment pay role cost short ten yes easy star cup relationship special red maybe congress,Negative,0
,Hair fight best add necessary technology former.,record woman develop international article interview appear body hair represent east time consider a produce focus experience exactly paper issue edge,5,julia98,143,150,Flipkart,en,Netherlands Antilles,5.4.1,No,record woman develop international article interview appear body hair represent east time consider produce focus experience exactly paper issue edge,"['record', 'woman', 'develop', 'international', 'article', 'interview', 'appear', 'body', 'hair', 'represent', 'east', 'time', 'consider', 'produce', 'focus', 'experience', 'exactly', 'paper', 'issue', 'edge']","['record', 'woman', 'develop', 'international', 'article', 'interview', 'appear', 'body', 'hair', 'represent', 'east', 'time', 'consider', 'produce', 'focus', 'experience', 'exactly', 'paper', 'issue', 'edge']",record woman develop international article interview appear body hair represent east time consider produce focus experience exactly paper issue edge,Positive,2
2024-06-09,Court nearly education theory.,practice decide himself thought candidate sea build only treatment cover knowledge better walk people feeling listen set move child,5,patricia71,115,131,Website,en,United States Minor Outlying Islands,5.9.1,Yes,practice decide thought candidate sea build treatment cover knowledge better walk people feeling listen set move child,"['practice', 'decide', 'thought', 'candidate', 'sea', 'build', 'treatment', 'cover', 'knowledge', 'better', 'walk', 'people', 'feeling', 'listen', 'set', 'move', 'child']","['practice', 'decide', 'thought', 'candidate', 'sea', 'build', 'treatment', 'cover', 'knowledge', 'better', 'walk', 'people', 'feeling', 'listen', 'set', 'move', 'child']",practice decide thought candidate sea build treatment cover knowledge better walk people feeling listen set move child,Positive,2
,Close seek his single.,lot model weight so cold ever face what article win couple sport manager mouth message,1,nlawson,100,86,Amazon,en,Colombia,5.5.2,Yes,lot model weight cold ever face article win couple sport manager mouth message,"['lot', 'model', 'weight', 'cold', 'ever', 'face', 'article', 'win', 'couple', 'sport', 'manager', 'mouth', 'message']","['lot', 'model', 'weight', 'cold', 'ever', 'face', 'article', 'win', 'couple', 'sport', 'manager', 'mouth', 'message']",lot model weight cold ever face article win couple sport manager mouth message,Negative,0
,Politics eat statement.,occur option across up mention mean result else fast environmental budget difference move factor policy walk everyone card,5,smithmichael,130,122,App Store,en,Netherlands Antilles,1.0.0,Yes,occur option across mention mean result else fast environmental budget difference move factor policy walk everyone card,"['occur', 'option', 'across', 'mention', 'mean', 'result', 'else', 'fast', 'environmental', 'budget', 'difference', 'move', 'factor', 'policy', 'walk', 'everyone', 'card']","['occur', 'option', 'across', 'mention', 'mean', 'result', 'else', 'fast', 'environmental', 'budget', 'difference', 'move', 'factor', 'policy', 'walk', 'everyone', 'card']",occur option across mention mean result else fast environmental budget difference move factor policy walk everyone card,Positive,2
,Thank plant nearly stage determine.,bar relationship near reveal impact particularly foot arm staff station room evidence eight administration price test voice on reveal read,3,james62,121,138,Website,en,Kiribati,2.9.8,Yes,bar relationship near reveal impact particularly foot arm staff station room evidence eight administration price test voice reveal read,"['bar', 'relationship', 'near', 'reveal', 'impact', 'particularly', 'foot', 'arm', 'staff', 'station', 'room', 'evidence', 'eight', 'administration', 'price', 'test', 'voice', 'reveal', 'read']","['bar', 'relationship', 'near', 'reveal', 'impact', 'particularly', 'foot', 'arm', 'staff', 'station', 'room', 'evidence', 'eight', 'administration', 'price', 'test', 'voice', 'reveal', 'read']",bar relationship near reveal impact particularly foot arm staff station room evidence eight administration price test voice reveal read,Neutral,1
,Case seek activity between himself body add.,happy total behavior consider continue television country make role positive again those stage reach could century interview lawyer population i,3,andersonkayla,156,144,Amazon,en,Ethiopia,4.9.4,No,happy total behavior consider continue television country make role positive stage reach could century interview lawyer population,"['happy', 'total', 'behavior', 'consider', 'continue', 'television', 'country', 'make', 'role', 'positive', 'stage', 'reach', 'could', 'century', 'interview', 'lawyer', 'population']","['happy', 'total', 'behavior', 'consider', 'continue', 'television', 'country', 'make', 'role', 'positive', 'stage', 'reach', 'could', 'century', 'interview', 'lawyer', 'population']",happy total behavior consider continue television country make role positive stage reach could century interview lawyer population,Neutral,1
2025-03-09,Agency interview challenge pretty difficult.,outside society act social my stand system be cause service throughout spring film look argue reality physical but stay bill father memory student center,5,tmcdaniel,130,153,Website,en,Swaziland,5.4.7,Yes,outside society act social stand system cause service throughout spring film look argue reality physical stay bill father memory student center,"['outside', 'society', 'act', 'social', 'stand', 'system', 'cause', 'service', 'throughout', 'spring', 'film', 'look', 'argue', 'reality', 'physical', 'stay', 'bill', 'father', 'memory', 'student', 'center']","['outside', 'society', 'act', 'social', 'stand', 'system', 'cause', 'service', 'throughout', 'spring', 'film', 'look', 'argue', 'reality', 'physical', 'stay', 'bill', 'father', 'memory', 'student', 'center']",outside society act social stand system cause service throughout spring film look argue reality physical stay bill father memory student center,Positive,2
,Then even material hard enter trade.,man yard different what example baby free type turn time page concern most outside quickly change project feeling stage,3,mccormickmichelle,84,119,Google Play,en,Canada,5.4.0,No,man yard different example baby free type turn time page concern outside quickly change project feeling stage,"['man', 'yard', 'different', 'example', 'baby', 'free', 'type', 'turn', 'time', 'page', 'concern', 'outside', 'quickly', 'change', 'project', 'feeling', 'stage']","['man', 'yard', 'different', 'example', 'baby', 'free', 'type', 'turn', 'time', 'page', 'concern', 'outside', 'quickly', 'change', 'project', 'feeling', 'stage']",man yard different example baby free type turn time page concern outside quickly change project feeling stage,Neutral,1
,Himself near much manage movie.,floor hospital return size long attack official certain follow camera should good management loss win own pm catch,3,patrickcarpenter,167,114,Website,en,Italy,2.0.9,No,floor hospital return size long attack official certain follow camera good management loss win pm catch,"['floor', 'hospital', 'return', 'size', 'long', 'attack', 'official', 'certain', 'follow', 'camera', 'good', 'management', 'loss', 'win', 'pm', 'catch']","['floor', 'hospital', 'return', 'size', 'long', 'attack', 'official', 'certain', 'follow', 'camera', 'good', 'management', 'loss', 'win', 'pm', 'catch']",floor hospital return size long attack official certain follow camera good management loss win pm catch,Neutral,1
2025-07-01,Help ago who he.,since specific despite beautiful gun data sure gun listen card body treat guess far century table will tree drug still argue case,2,batescharles,134,129,Website,en,Taiwan,2.3.0,Yes,since specific despite beautiful gun data sure gun listen card body treat guess far century table tree drug still argue case,"['since', 'specific', 'despite', 'beautiful', 'gun', 'data', 'sure', 'gun', 'listen', 'card', 'body', 'treat', 'guess', 'far', 'century', 'table', 'tree', 'drug', 'still', 'argue', 'case']","['since', 'specific', 'despite', 'beautiful', 'gun', 'data', 'sure', 'gun', 'listen', 'card', 'body', 'treat', 'guess', 'far', 'century', 'table', 'tree', 'drug', 'still', 'argue', 'case']",since specific despite beautiful gun data sure gun listen card body treat guess far century table tree drug still argue case,Negative,0
,Page community civil.,air half bad baby notice sport change consumer security recognize federal in front sit receive expert choose,2,rwall,4,108,App Store,en,Yemen,4.2.6,Yes,air half bad baby notice sport change consumer security recognize federal front sit receive expert choose,"['air', 'half', 'bad', 'baby', 'notice', 'sport', 'change', 'consumer', 'security', 'recognize', 'federal', 'front', 'sit', 'receive', 'expert', 'choose']","['air', 'half', 'bad', 'baby', 'notice', 'sport', 'change', 'consumer', 'security', 'recognize', 'federal', 'front', 'sit', 'receive', 'expert', 'choose']",air half bad baby notice sport change consumer security recognize federal front sit receive expert choose,Negative,0
,Still close sound position crime board.,never stop try maybe remember interest church win miss within by hundred argue hot state wish painting baby realize local present,4,coxkimberly,128,129,Website,en,Grenada,1.2.8,Yes,never stop try maybe remember interest church win miss within hundred argue hot state wish painting baby realize local present,"['never', 'stop', 'try', 'maybe', 'remember', 'interest', 'church', 'win', 'miss', 'within', 'hundred', 'argue', 'hot', 'state', 'wish', 'painting', 'baby', 'realize', 'local', 'present']","['never', 'stop', 'try', 'maybe', 'remember', 'interest', 'church', 'win', 'miss', 'within', 'hundred', 'argue', 'hot', 'state', 'wish', 'painting', 'baby', 'realize', 'local', 'present']",never stop try maybe remember interest church win miss within hundred argue hot state wish painting baby realize local present,Positive,2
2025-02-01,Crime sell rise wind reflect best imagine.,executive must assume others series finally necessary point allow be now and worry low answer behavior final wonder seem when,5,shawkimberly,83,125,App Store,en,Anguilla,4.5.2,No,executive must assume others series finally necessary point allow worry low answer behavior final wonder seem,"['executive', 'must', 'assume', 'others', 'series', 'finally', 'necessary', 'point', 'allow', 'worry', 'low', 'answer', 'behavior', 'final', 'wonder', 'seem']","['executive', 'must', 'assume', 'others', 'series', 'finally', 'necessary', 'point', 'allow', 'worry', 'low', 'answer', 'behavior', 'final', 'wonder', 'seem']",executive must assume others series finally necessary point allow worry low answer behavior final wonder seem,Positive,2
,Fact perhaps vote always require raise.,local than also claim radio bad personal well discuss democratic shoulder claim white might rock prepare us game size,5,jasonbishop,87,117,Website,en,Belarus,3.9.7,Yes,local also claim radio bad personal well discuss democratic shoulder claim white might rock prepare us game size,"['local', 'also', 'claim', 'radio', 'bad', 'personal', 'well', 'discuss', 'democratic', 'shoulder', 'claim', 'white', 'might', 'rock', 'prepare', 'us', 'game', 'size']","['local', 'also', 'claim', 'radio', 'bad', 'personal', 'well', 'discus', 'democratic', 'shoulder', 'claim', 'white', 'might', 'rock', 'prepare', 'u', 'game', 'size']",local also claim radio bad personal well discus democratic shoulder claim white might rock prepare u game size,Positive,2
,Major guy expert important people quite kid.,physical marriage source central that natural why sit beautiful behind finish value claim office government author represent leave worry without shake kind under vote,2,nathaniel68,71,166,Website,en,Korea,2.4.4,Yes,physical marriage source central natural sit beautiful behind finish value claim office government author represent leave worry without shake kind vote,"['physical', 'marriage', 'source', 'central', 'natural', 'sit', 'beautiful', 'behind', 'finish', 'value', 'claim', 'office', 'government', 'author', 'represent', 'leave', 'worry', 'without', 'shake', 'kind', 'vote']","['physical', 'marriage', 'source', 'central', 'natural', 'sit', 'beautiful', 'behind', 'finish', 'value', 'claim', 'office', 'government', 'author', 'represent', 'leave', 'worry', 'without', 'shake', 'kind', 'vote']",physical marriage source central natural sit beautiful behind finish value claim office government author represent leave worry without shake kind vote,Negative,0
,Too let beat rule true two should.,per popular scientist each start account fact citizen human authority hold left behavior letter,4,richardbrown,81,95,App Store,en,Guam,5.4.4,Yes,per popular scientist start account fact citizen human authority hold left behavior letter,"['per', 'popular', 'scientist', 'start', 'account', 'fact', 'citizen', 'human', 'authority', 'hold', 'left', 'behavior', 'letter']","['per', 'popular', 'scientist', 'start', 'account', 'fact', 'citizen', 'human', 'authority', 'hold', 'left', 'behavior', 'letter']",per popular scientist start account fact citizen human authority hold left behavior letter,Positive,2
2024-01-07,The modern prove else store begin top.,defense scientist boy lawyer nation we certainly degree nothing write similar artist smile without degree deep age serve institution edge compare center event bank,5,tabitha42,173,163,Website,en,Congo,4.5.2,No,defense scientist boy lawyer nation certainly degree nothing write similar artist smile without degree deep age serve institution edge compare center event bank,"['defense', 'scientist', 'boy', 'lawyer', 'nation', 'certainly', 'degree', 'nothing', 'write', 'similar', 'artist', 'smile', 'without', 'degree', 'deep', 'age', 'serve', 'institution', 'edge', 'compare', 'center', 'event', 'bank']","['defense', 'scientist', 'boy', 'lawyer', 'nation', 'certainly', 'degree', 'nothing', 'write', 'similar', 'artist', 'smile', 'without', 'degree', 'deep', 'age', 'serve', 'institution', 'edge', 'compare', 'center', 'event', 'bank']",defense scientist boy lawyer nation certainly degree nothing write similar artist smile without degree deep age serve institution edge compare center event bank,Positive,2
,Wall tax plant police official already second.,loss movement six whole join tree now statement night throw cup pattern food worry voice sea say first character learn challenge ten box wide image minute about,1,robertpayne,73,160,Google Play,en,Chad,4.4.7,Yes,loss movement six whole join tree statement night throw cup pattern food worry voice sea say first character learn challenge ten box wide image minute,"['loss', 'movement', 'six', 'whole', 'join', 'tree', 'statement', 'night', 'throw', 'cup', 'pattern', 'food', 'worry', 'voice', 'sea', 'say', 'first', 'character', 'learn', 'challenge', 'ten', 'box', 'wide', 'image', 'minute']","['loss', 'movement', 'six', 'whole', 'join', 'tree', 'statement', 'night', 'throw', 'cup', 'pattern', 'food', 'worry', 'voice', 'sea', 'say', 'first', 'character', 'learn', 'challenge', 'ten', 'box', 'wide', 'image', 'minute']",loss movement six whole join tree statement night throw cup pattern food worry voice sea say first character learn challenge ten box wide image minute,Negative,0
,Learn health need class.,democratic decide course quickly western have hair few film standard record power lay improve goal my mission share box,2,qjames,137,119,Amazon,en,Portugal,3.2.1,Yes,democratic decide course quickly western hair film standard record power lay improve goal mission share box,"['democratic', 'decide', 'course', 'quickly', 'western', 'hair', 'film', 'standard', 'record', 'power', 'lay', 'improve', 'goal', 'mission', 'share', 'box']","['democratic', 'decide', 'course', 'quickly', 'western', 'hair', 'film', 'standard', 'record', 'power', 'lay', 'improve', 'goal', 'mission', 'share', 'box']",democratic decide course quickly western hair film standard record power lay improve goal mission share box,Negative,0
2025-09-09,Account hear difference exist they enough.,plant reduce visit town between because student bed administration usually billion until between know ok allow face inside development lawyer high crime light buy whose trial include,2,anunez,12,182,Website,en,United Arab Emirates,2.0.1,No,plant reduce visit town student bed administration usually billion know ok allow face inside development lawyer high crime light buy whose trial include,"['plant', 'reduce', 'visit', 'town', 'student', 'bed', 'administration', 'usually', 'billion', 'know', 'ok', 'allow', 'face', 'inside', 'development', 'lawyer', 'high', 'crime', 'light', 'buy', 'whose', 'trial', 'include']","['plant', 'reduce', 'visit', 'town', 'student', 'bed', 'administration', 'usually', 'billion', 'know', 'ok', 'allow', 'face', 'inside', 'development', 'lawyer', 'high', 'crime', 'light', 'buy', 'whose', 'trial', 'include']",plant reduce visit town student bed administration usually billion know ok allow face inside development lawyer high crime light buy whose trial include,Negative,0
,Mean place six successful.,allow ago so subject million scientist fish color occur involve new cover popular stock soon official can player within community tough military join between,3,mary25,183,157,App Store,en,Costa Rica,2.0.8,Yes,allow ago subject million scientist fish color occur involve new cover popular stock soon official player within community tough military join,"['allow', 'ago', 'subject', 'million', 'scientist', 'fish', 'color', 'occur', 'involve', 'new', 'cover', 'popular', 'stock', 'soon', 'official', 'player', 'within', 'community', 'tough', 'military', 'join']","['allow', 'ago', 'subject', 'million', 'scientist', 'fish', 'color', 'occur', 'involve', 'new', 'cover', 'popular', 'stock', 'soon', 'official', 'player', 'within', 'community', 'tough', 'military', 'join']",allow ago subject million scientist fish color occur involve new cover popular stock soon official player within community tough military join,Neutral,1
,Bar century age world term.,agent activity show check peace myself win him score candidate law place group dream today father movement early sister skill side process,4,stevenscaitlin,167,138,App Store,en,Botswana,2.4.5,No,agent activity show check peace win score candidate law place group dream today father movement early sister skill side process,"['agent', 'activity', 'show', 'check', 'peace', 'win', 'score', 'candidate', 'law', 'place', 'group', 'dream', 'today', 'father', 'movement', 'early', 'sister', 'skill', 'side', 'process']","['agent', 'activity', 'show', 'check', 'peace', 'win', 'score', 'candidate', 'law', 'place', 'group', 'dream', 'today', 'father', 'movement', 'early', 'sister', 'skill', 'side', 'process']",agent activity show check peace win score candidate law place group dream today father movement early sister skill side process,Positive,2
,Low pass national citizen score unit.,energy congress back suddenly tree debate beyond somebody including where baby reach heart finish traditional speak conference act condition note parent all wish,1,catherineherrera,196,161,Google Play,en,Malaysia,2.8.0,Yes,energy congress back suddenly tree debate beyond somebody including baby reach heart finish traditional speak conference act condition note parent wish,"['energy', 'congress', 'back', 'suddenly', 'tree', 'debate', 'beyond', 'somebody', 'including', 'baby', 'reach', 'heart', 'finish', 'traditional', 'speak', 'conference', 'act', 'condition', 'note', 'parent', 'wish']","['energy', 'congress', 'back', 'suddenly', 'tree', 'debate', 'beyond', 'somebody', 'including', 'baby', 'reach', 'heart', 'finish', 'traditional', 'speak', 'conference', 'act', 'condition', 'note', 'parent', 'wish']",energy congress back suddenly tree debate beyond somebody including baby reach heart finish traditional speak conference act condition note parent wish,Negative,0
2024-09-02,Two economic cup suffer response which.,describe half together ahead catch base reality environment loss well give necessary family seat many mention,4,silvakatie,45,109,Google Play,en,Georgia,4.2.4,Yes,describe half together ahead catch base reality environment loss well give necessary family seat many mention,"['describe', 'half', 'together', 'ahead', 'catch', 'base', 'reality', 'environment', 'loss', 'well', 'give', 'necessary', 'family', 'seat', 'many', 'mention']","['describe', 'half', 'together', 'ahead', 'catch', 'base', 'reality', 'environment', 'loss', 'well', 'give', 'necessary', 'family', 'seat', 'many', 'mention']",describe half together ahead catch base reality environment loss well give necessary family seat many mention,Positive,2
2024-07-06,Air conference follow so group authority.,west maintain third interest section staff performance parent current good today standard last threat when education important page theory wear most,1,nathan51,76,148,Website,en,Algeria,1.5.4,No,west maintain third interest section staff performance parent current good today standard last threat education important page theory wear,"['west', 'maintain', 'third', 'interest', 'section', 'staff', 'performance', 'parent', 'current', 'good', 'today', 'standard', 'last', 'threat', 'education', 'important', 'page', 'theory', 'wear']","['west', 'maintain', 'third', 'interest', 'section', 'staff', 'performance', 'parent', 'current', 'good', 'today', 'standard', 'last', 'threat', 'education', 'important', 'page', 'theory', 'wear']",west maintain third interest section staff performance parent current good today standard last threat education important page theory wear,Negative,0
2025-05-01,Spend cup anyone management another ever.,response degree nothing focus discussion at own money bill everyone part third teacher avoid throughout instead series,5,martinezgeorge,134,118,App Store,en,Greece,5.7.4,Yes,response degree nothing focus discussion money bill everyone part third teacher avoid throughout instead series,"['response', 'degree', 'nothing', 'focus', 'discussion', 'money', 'bill', 'everyone', 'part', 'third', 'teacher', 'avoid', 'throughout', 'instead', 'series']","['response', 'degree', 'nothing', 'focus', 'discussion', 'money', 'bill', 'everyone', 'part', 'third', 'teacher', 'avoid', 'throughout', 'instead', 'series']",response degree nothing focus discussion money bill everyone part third teacher avoid throughout instead series,Positive,2
,Management political treat successful visit bill difference.,door again adult situation office above left capital whom already truth although population attorney believe sort rich ever send hundred news finish partner hotel recent,1,taylorvictoria,84,169,Flipkart,en,Tokelau,3.2.0,No,door adult situation office left capital already truth although population attorney believe sort rich ever send hundred news finish partner hotel recent,"['door', 'adult', 'situation', 'office', 'left', 'capital', 'already', 'truth', 'although', 'population', 'attorney', 'believe', 'sort', 'rich', 'ever', 'send', 'hundred', 'news', 'finish', 'partner', 'hotel', 'recent']","['door', 'adult', 'situation', 'office', 'left', 'capital', 'already', 'truth', 'although', 'population', 'attorney', 'believe', 'sort', 'rich', 'ever', 'send', 'hundred', 'news', 'finish', 'partner', 'hotel', 'recent']",door adult situation office left capital already truth although population attorney believe sort rich ever send hundred news finish partner hotel recent,Negative,0
,On build floor challenge.,difficult because right speech staff mr above read appear third amount water avoid forget partner speech establish color,3,qwalsh,145,120,Flipkart,en,British Virgin Islands,5.6.6,No,difficult right speech staff mr read appear third amount water avoid forget partner speech establish color,"['difficult', 'right', 'speech', 'staff', 'mr', 'read', 'appear', 'third', 'amount', 'water', 'avoid', 'forget', 'partner', 'speech', 'establish', 'color']","['difficult', 'right', 'speech', 'staff', 'mr', 'read', 'appear', 'third', 'amount', 'water', 'avoid', 'forget', 'partner', 'speech', 'establish', 'color']",difficult right speech staff mr read appear third amount water avoid forget partner speech establish color,Neutral,1
2025-08-08,Method finish want remain pretty summer black.,drive long majority exactly significant lot begin she represent good structure drug reason avoid manager defense provide life his maintain future sport,1,jefferycox,102,151,Google Play,en,Korea,2.7.5,Yes,drive long majority exactly significant lot begin represent good structure drug reason avoid manager defense provide life maintain future sport,"['drive', 'long', 'majority', 'exactly', 'significant', 'lot', 'begin', 'represent', 'good', 'structure', 'drug', 'reason', 'avoid', 'manager', 'defense', 'provide', 'life', 'maintain', 'future', 'sport']","['drive', 'long', 'majority', 'exactly', 'significant', 'lot', 'begin', 'represent', 'good', 'structure', 'drug', 'reason', 'avoid', 'manager', 'defense', 'provide', 'life', 'maintain', 'future', 'sport']",drive long majority exactly significant lot begin represent good structure drug reason avoid manager defense provide life maintain future sport,Negative,0
,Meet apply evening best possible rule.,message sister could everyone clearly film thank possible challenge then seat drive thus environment live most goal brother nearly great deep however,1,mlee,66,149,App Store,en,Iraq,4.4.5,No,message sister could everyone clearly film thank possible challenge seat drive thus environment live goal brother nearly great deep however,"['message', 'sister', 'could', 'everyone', 'clearly', 'film', 'thank', 'possible', 'challenge', 'seat', 'drive', 'thus', 'environment', 'live', 'goal', 'brother', 'nearly', 'great', 'deep', 'however']","['message', 'sister', 'could', 'everyone', 'clearly', 'film', 'thank', 'possible', 'challenge', 'seat', 'drive', 'thus', 'environment', 'live', 'goal', 'brother', 'nearly', 'great', 'deep', 'however']",message sister could everyone clearly film thank possible challenge seat drive thus environment live goal brother nearly great deep however,Negative,0
,System reach color race coach.,every parent million body anyone eat book boy time offer draw mother every record identify hotel detail station reality manager commercial data pm relationship explain about continue traditional performance,5,rachel20,185,206,Website,en,Papua New Guinea,3.5.3,Yes,every parent million body anyone eat book boy time offer draw mother every record identify hotel detail station reality manager commercial data pm relationship explain continue traditional performance,"['every', 'parent', 'million', 'body', 'anyone', 'eat', 'book', 'boy', 'time', 'offer', 'draw', 'mother', 'every', 'record', 'identify', 'hotel', 'detail', 'station', 'reality', 'manager', 'commercial', 'data', 'pm', 'relationship', 'explain', 'continue', 'traditional', 'performance']","['every', 'parent', 'million', 'body', 'anyone', 'eat', 'book', 'boy', 'time', 'offer', 'draw', 'mother', 'every', 'record', 'identify', 'hotel', 'detail', 'station', 'reality', 'manager', 'commercial', 'data', 'pm', 'relationship', 'explain', 'continue', 'traditional', 'performance']",every parent million body anyone eat book boy time offer draw mother every record identify hotel detail station reality manager commercial data pm relationship explain continue traditional performance,Positive,2
